Question	A	B	C	D	Réponse correcte	GenRes
"**Question :**

Selon le texte, dans quelles circonstances le mécanisme de cohérence doit-il être appliqué ?

**A.** Lorsqu'une autorité de contrôle souhaite adopter une mesure affectant un nombre important de personnes dans plusieurs États membres
**B.** Lorsqu'une autorité de contrôle concernée ou la Commission en fait la demande
**C.** Lorsque la Commission exerce ses pouvoirs en vertu des Traités
**D.** Toutes les réponses ci-dessus

**"	D**					Flagged
"Question : Quel organe devrait remplacer le Groupe de travail sur la protection des individus à l'égard du traitement des données à caractère personnel créé par la directive 95/46/CE ?
A. Le Conseil
B. La Commission
C. Le Conseil d'administration
D. Le secrétariat"	C					Flagged
"Question : Quel est le droit accordé aux personnes concernées en cas d'atteinte à leurs droits en vertu du RGPD ?

A. Le droit de porter plainte auprès d'une autorité de contrôle unique
B. Le droit de recourir à un organisme à but non lucratif pour déposer une plainte
C. Le droit de bénéficier d'un recours juridictionnel effectif
D. Les droits A, B et C"	D					Flagged
"Question :
Qui peut introduire un recours en annulation des décisions du CEPB ?

A. Les contrôleurs et les sous-traitants
B. Les autorités de contrôle concernées
C. Les plaignants
D. Tous les ci-dessus"	D					Flagged
"**Question :**

Dans quel cas un tribunal national peut-il demander un renvoi préjudiciel à la Cour de justice de l'Union européenne ?

**A.** Lorsque la validité d'une décision du Conseil est contestée
**B.** Lorsque la validité d'une décision d'une autorité de contrôle mettant en œuvre une décision du Conseil est contestée
**C.** Lorsque la Cour de justice a déjà déclaré invalide une décision du Conseil
**D.** Lorsque le Conseil a expressément autorisé un tribunal national à faire un renvoi préjudiciel

**"	B**					Flagged
"Question : Qui peut déterminer si deux procédures sont liées ?
A. La Cour de justice
B. La cour saisie en premier
C. La cour de l'État membre où réside la personne concernée
D. Le contrôleur ou le sous-traitant"	B					D
"Question :  Dans quelles circonstances la compensation pour les dommages subis peut-elle être répartie entre plusieurs contrôleurs ou sous-traitants impliqués dans le même traitement ?
A. Lorsque les contrôleurs ou sous-traitants sont poursuivis dans le cadre de la même procédure judiciaire
B. Lorsque les contrôleurs ou sous-traitants ont la même responsabilité pour les dommages causés
C. Lorsque le sujet de données ayant subi les dommages n'a pas reçu de compensation complète et effective
D. Lorsque les contrôleurs ou sous-traitants ont déjà payé une compensation complète"	A					C
"Question : Selon le texte, qui a le pouvoir d'imposer des sanctions administratives pour les infractions au règlement ?

A. Les États membres
B. Les autorités de contrôle
C. La Cour de justice
D. Le Parlement européen"	B					B
"Question : Selon le texte, quel système de sanctions doit être mis en place par les États membres pour les infractions graves à ce règlement ?
A. Amendes administratives
B. Système de sanctions effectives, proportionnées et dissuasives
C. Avertissements
D. Peines criminelles"	B					B
"Question :  Quelles sont les exceptions prévues pour le traitement de données personnelles à des fins journalistiques ?
    A. Seules les données personnelles anonymes peuvent être traitées
    B. Aucune exception n'est prévue
    C. Les exceptions sont déterminées par le droit de chaque État membre
    D. Les exceptions sont limitées au traitement de données personnelles dans le domaine audiovisuel"	C					C
"Question : Selon le texte, quel type d'organisme devrait être en mesure de divulguer des données personnelles contenues dans des documents ?

A. Les autorités publiques et les organismes publics uniquement
B. Les entreprises privées uniquement
C. Les autorités publiques, les organismes publics et les entreprises privées
D. Les particuliers uniquement"	A					C
"Question : Pour quelles raisons les données personnelles peuvent-elles être traitées dans le contexte de l'emploi ?

A. Le consentement de l'employé
B. Le recrutement et l'exécution du contrat de travail
C. La santé et la sécurité au travail
D. Toutes les réponses ci-dessus"	D					D
"Question :  Selon le texte, pour quelles raisons le Règlement s'applique-t-il au traitement des données personnelles dans un but d'archivage ?
A. Pour assurer la portabilité des données
B. Pour protéger les intérêts des personnes concernées
C. Pour permettre la recherche scientifique ou historique
D. Pour garantir la confidentialité des données"	C					C
"Question : Quelle est l'une des activités que les services de gestion de documents publics sont tenus d'effectuer ?
A. Acquisition
B. Traduction
C. Destruction
D. Vente"	A					A
"**Question :**

Dans quel cas le règlement sur la protection des données personnelles ne s'applique-t-il pas ?

A. Pour la recherche historique
B. Pour les statistiques
C. Pour les essais cliniques
D. Pour les personnes décédées

**"	** D					D
"Question : Selon le texte, dans quelles circonstances les États membres peuvent-ils adopter des règles spécifiques pour sauvegarder le secret professionnel ?
A. Lorsque le contrôleur ou le sous-traitant refuse l'accès aux données personnelles
B. Lorsque l'accès aux locaux du contrôleur ou du sous-traitant est nécessaire
C. Afin de concilier le droit à la protection des données personnelles avec une obligation de secret professionnel
D. Lorsque l'obligation de secret professionnel est requise par le droit de l'Union"	C					C
"Question : Quel document doit être transmis simultanément au Parlement européen et au Conseil lors de l'élaboration d'actes délégués ?

A. Les documents préparatoires
B. Les avis d'experts
C. Les codes de conduite
D. Les clauses contractuelles types"	A					A
"Quelle est l'institution qui a été consultée avant l'adoption de ce règlement ?
A. La Commission européenne
B. Le Conseil des ministres
C. Le Parlement européen
D. Le Comité européen de la protection des données"	D					D
"Question : Selon le texte, à quoi la Directive 2002/58/CE doit-elle être amendée ?

A. Les droits des personnes morales
B. Les obligations du contrôleur
C. Les droits des personnes physiques
D. Le champ d'application matériel"	C					C
"**Question :**

Dans quel cas le traitement des données personnelles est-il autorisé ?

**A.** Usage strictement personnel ou domestique
**B.** Pour la prévention de délits par des autorités compétentes
**C.** Pour le marketing auprès de personnes en dehors de l'UE
**D.** Pour la surveillance du comportement en dehors de l'UE

**"	** B					Flagged
"Question : Quel terme désigne la personne ou l'entité qui détermine les objectifs et les moyens du traitement des données personnelles ?

A. Processeur
B. Contrôleur
C. Destinataire
D. Personne concernée"	B					Flagged
"Question : Que signifie le terme ""données biométriques"" dans le texte ?
A. Données personnelles relatives à la santé physique ou mentale d'une personne
B. Données personnelles issues d'une analyse d'un échantillon biologique
C. Données personnelles permettant d'identifier une personne de manière unique
D. Données personnelles relatives à ses habitudes de consommation"	C					Flagged
"**Question :** Que signifie le terme ""entreprise"" dans le texte ?

A. Une personne physique ou morale exerçant une activité économique
B. Un groupe de personnes ayant le même objectif économique
C. Une joint-venture entre deux ou plusieurs entreprises
D. Un établissement public

**"	A**					A
"**Question :**

Quel est le terme utilisé dans le texte pour désigner une organisation internationale ?

A. Entreprise multinationale
B. Organisation intergouvernementale
C. Assemblée internationale
D. Association mondiale

**"	** B					B
"Question : Selon le texte, quand le point (f) du premier alinéa ne s'applique-t-il pas ?
A. Lorsque le traitement est nécessaire à l'accomplissement de missions d'intérêt public
B. Lorsque le traitement est nécessaire à la poursuite d'intérêts légitimes du responsable du traitement
C. Lorsque le responsable du traitement est une autorité publique
D. Lorsque les intérêts du responsable du traitement l'emportent sur les droits et libertés de la personne concernée"	C					A
"Question :
Selon le texte, dans quel(s) cas le traitement des données personnelles pour une autre finalité que celle pour laquelle elles ont été collectées n'est-il pas basé sur le consentement du sujet concerné ?
A. Lorsque la loi de l'Union ou d'un État membre constitue une mesure nécessaire et proportionnée dans une société démocratique pour sauvegarder les objectifs visés à l'article 23(1).
B. Lorsque le contrôleur estime que le traitement est compatible avec la finalité pour laquelle les données personnelles ont été initialement collectées.
C. Lorsque le sujet concerné a donné son consentement explicite à l'utilisation de ses données personnelles à d'autres fins.
D. Lorsque le traitement est nécessaire pour protéger les intérêts vitaux du sujet concerné."	A					Flagged
